PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamilySize,Alone
579,0,3,1,1,1,0,14,0,0,2,0
580,1,3,0,2,0,0,7,0,2,1,1
581,1,2,1,1,1,1,30,0,2,3,0
582,1,1,1,2,1,1,110,1,0,3,0
583,0,2,0,3,0,0,26,0,2,1,1
584,0,1,0,2,0,0,40,1,0,1,1
585,0,3,0,1,0,0,8,0,0,1,1
586,1,1,1,1,0,2,79,1,2,3,0
587,0,2,0,2,0,0,15,0,2,1,1
588,1,1,0,3,1,1,79,1,0,3,0
589,0,3,0,1,0,0,8,0,2,1,1
590,0,3,0,1,0,0,8,0,2,1,1
591,0,3,0,2,0,0,7,0,2,1,1
592,1,1,1,3,1,0,78,1,0,2,0
593,0,3,0,2,0,0,7,0,2,1,1
594,0,3,1,1,0,2,7,0,1,3,0
595,0,2,0,2,1,0,26,0,2,2,0
596,0,3,0,2,1,1,24,0,2,3,0
597,1,2,1,1,0,0,33,0,2,1,1
598,0,3,0,3,0,0,0,0,2,1,1
599,0,3,0,1,0,0,7,0,0,1,1
600,1,1,0,3,1,0,56,1,0,2,0
601,1,2,1,1,2,1,27,0,2,4,0
602,0,3,0,1,0,0,7,0,2,1,1
603,0,1,0,1,0,0,42,0,2,1,1
604,0,3,0,2,0,0,8,0,2,1,1
605,1,1,0,2,0,0,26,0,0,1,1
606,0,3,0,2,1,0,15,0,2,2,0
607,0,3,0,1,0,0,7,0,2,1,1
608,1,1,0,1,0,0,30,0,2,1,1
609,1,2,1,1,1,2,41,0,0,4,0
610,1,1,1,2,0,0,153,1,2,1,1
611,0,3,1,2,1,5,31,0,2,7,0
612,0,3,0,1,0,0,7,0,2,1,1
613,1,3,1,1,1,0,15,0,1,2,0
614,0,3,0,1,0,0,7,0,1,1,1
615,0,3,0,2,0,0,8,0,2,1,1
616,1,2,1,1,1,2,65,0,2,4,0
617,0,3,0,2,1,1,14,0,2,3,0
618,0,3,1,1,1,0,16,0,2,2,0
619,1,2,1,0,2,1,39,1,2,4,0
620,0,2,0,1,0,0,10,0,2,1,1
621,0,3,0,1,1,0,14,0,0,2,0
622,1,1,0,2,1,0,52,1,2,2,0
623,1,3,0,1,1,1,15,0,0,3,0
624,0,3,0,1,0,0,7,0,2,1,1
625,0,3,0,1,0,0,16,0,2,1,1
626,0,1,0,3,0,0,32,1,2,1,1
627,0,2,0,3,0,0,12,0,1,1,1
628,1,1,1,1,0,0,77,1,2,1,1
629,0,3,0,1,0,0,7,0,2,1,1
630,0,3,0,1,0,0,7,0,1,1,1
631,1,1,0,5,0,0,30,1,2,1,1
632,0,3,0,3,0,0,7,0,2,1,1
633,1,1,0,2,0,0,30,1,0,1,1
634,0,1,0,1,0,0,0,0,2,1,1
635,0,3,1,0,3,2,27,0,2,6,0
636,1,2,1,1,0,0,13,0,2,1,1
637,0,3,0,2,0,0,7,0,2,1,1
638,0,2,0,1,1,1,26,0,2,3,0
639,0,3,1,2,0,5,39,0,2,6,0
640,0,3,0,1,1,0,16,0,2,2,0
641,0,3,0,1,0,0,7,0,2,1,1
642,1,1,1,1,0,0,69,1,0,1,1
643,0,3,1,0,3,2,27,0,2,6,0
644,1,3,0,1,0,0,56,0,2,1,1
645,1,3,1,0,2,1,19,0,0,4,0
646,1,1,0,3,1,0,76,1,0,2,0
647,0,3,0,1,0,0,7,0,2,1,1
648,1,1,0,3,0,0,35,1,0,1,1
649,0,3,0,1,0,0,7,0,2,1,1
650,1,3,1,1,0,0,7,0,2,1,1
651,0,3,0,1,0,0,7,0,2,1,1
652,1,2,1,1,0,1,23,0,2,2,0
653,0,3,0,1,0,0,8,0,2,1,1
654,1,3,1,1,0,0,7,0,1,1,1
655,0,3,1,1,0,0,6,0,1,1,1
656,0,2,0,1,2,0,73,0,2,3,0
657,0,3,0,1,0,0,7,0,2,1,1
658,0,3,1,2,1,1,15,0,1,3,0
659,0,2,0,1,0,0,13,0,2,1,1
660,0,1,0,3,0,2,113,1,0,3,0
661,1,1,0,3,2,0,133,0,2,3,0
662,0,3,0,2,0,0,7,0,0,1,1
663,0,1,0,2,0,0,25,1,2,1,1
664,0,3,0,2,0,0,7,0,2,1,1
665,1,3,0,1,1,0,7,0,2,2,0
666,0,2,0,2,2,0,73,0,2,3,0
667,0,2,0,1,0,0,13,0,2,1,1
668,0,3,0,1,0,0,7,0,2,1,1
669,0,3,0,2,0,0,8,0,2,1,1
670,1,1,1,1,1,0,52,1,2,2,0
671,1,2,1,2,1,1,39,0,2,3,0
672,0,1,0,1,1,0,52,1,2,2,0
673,0,2,0,4,0,0,10,0,2,1,1
674,1,2,0,1,0,0,13,0,2,1,1
675,0,2,0,1,0,0,0,0,2,1,1
676,0,3,0,1,0,0,7,0,2,1,1
677,0,3,0,1,0,0,8,0,2,1,1
678,1,3,1,1,0,0,9,0,2,1,1
679,0,3,1,2,1,6,46,0,2,8,0
680,1,1,0,2,0,1,512,1,0,2,0
681,0,3,1,1,0,0,8,0,1,1,1
682,1,1,0,1,0,0,76,1,0,1,1
683,0,3,0,1,0,0,9,0,2,1,1
684,0,3,0,0,5,2,46,0,2,8,0
685,0,2,0,3,1,1,39,0,2,3,0
686,0,2,0,1,1,2,41,0,0,4,0
687,0,3,0,0,4,1,39,0,2,6,0
688,0,3,0,1,0,0,10,0,2,1,1
689,0,3,0,1,0,0,7,0,2,1,1
690,1,1,1,0,0,1,211,1,2,2,0
691,1,1,0,1,1,0,57,1,2,2,0
692,1,3,1,0,0,1,13,0,0,2,0
693,1,3,0,1,0,0,56,0,2,1,1
694,0,3,0,1,0,0,7,0,0,1,1
695,0,1,0,3,0,0,26,0,2,1,1
696,0,2,0,3,0,0,13,0,2,1,1
697,0,3,0,2,0,0,8,0,2,1,1
698,1,3,1,1,0,0,7,0,1,1,1
699,0,1,0,3,1,1,110,1,0,3,0
700,0,3,0,2,0,0,7,1,2,1,1
701,1,1,1,1,1,0,227,1,0,2,0
702,1,1,0,2,0,0,26,1,2,1,1
703,0,3,1,1,0,1,14,0,0,2,0
704,0,3,0,1,0,0,7,0,1,1,1
705,0,3,0,1,1,0,7,0,2,2,0
706,0,2,0,2,0,0,26,0,2,1,1
707,1,2,1,2,0,0,13,0,2,1,1
708,1,1,0,2,0,0,26,1,2,1,1
709,1,1,1,1,0,0,151,0,2,1,1
710,1,3,0,1,1,1,15,0,0,3,0
711,1,1,1,1,0,0,49,1,0,1,1
712,0,1,0,1,0,0,26,1,2,1,1
713,1,1,0,3,1,0,52,1,2,2,0
714,0,3,0,1,0,0,9,0,2,1,1
715,0,2,0,3,0,0,13,0,2,1,1
716,0,3,0,1,0,0,7,1,2,1,1
717,1,1,1,2,0,0,227,1,0,1,1
718,1,2,1,1,0,0,10,1,2,1,1
719,0,3,0,1,0,0,15,0,1,1,1
720,0,3,0,2,0,0,7,0,2,1,1
721,1,2,1,0,0,1,33,0,2,2,0
722,0,3,0,1,1,0,7,0,2,2,0
723,0,2,0,2,0,0,13,0,2,1,1
724,0,2,0,3,0,0,13,0,2,1,1
725,1,1,0,1,1,0,53,1,2,2,0
726,0,3,0,1,0,0,8,0,2,1,1
727,1,2,1,1,3,0,21,0,2,4,0
728,1,3,1,1,0,0,7,0,1,1,1
729,0,2,0,1,1,0,26,0,2,2,0
730,0,3,1,1,1,0,7,0,2,2,0
731,1,1,1,1,0,0,211,1,2,1,1
732,0,3,0,0,0,0,18,0,0,1,1
733,0,2,0,1,0,0,0,0,2,1,1
734,0,2,0,1,0,0,13,0,2,1,1
735,0,2,0,1,0,0,13,0,2,1,1
736,0,3,0,1,0,0,16,0,2,1,1
737,0,3,1,3,1,3,34,0,2,5,0
738,1,1,0,2,0,0,512,1,0,1,1
739,0,3,0,1,0,0,7,0,2,1,1
740,0,3,0,1,0,0,7,0,2,1,1
741,1,1,0,1,0,0,30,1,2,1,1
742,0,1,0,2,1,0,78,1,2,2,0
743,1,1,1,1,2,2,262,1,0,5,0
744,0,3,0,1,1,0,16,0,2,2,0
745,1,3,0,1,0,0,7,0,2,1,1
746,0,1,0,4,1,1,71,1,2,3,0
747,0,3,0,1,1,1,20,0,2,3,0
748,1,2,1,1,0,0,13,0,2,1,1
749,0,1,0,1,1,0,53,1,2,2,0
750,0,3,0,1,0,0,7,0,1,1,1
751,1,2,1,0,1,1,23,0,2,3,0
752,1,3,0,0,0,1,12,1,2,2,0
753,0,3,0,2,0,0,9,0,2,1,1
754,0,3,0,1,0,0,7,0,2,1,1
755,1,2,1,3,1,2,65,0,2,4,0
756,1,2,0,0,1,1,14,0,2,3,0
757,0,3,0,1,0,0,7,0,2,1,1
758,0,2,0,1,0,0,11,0,2,1,1
759,0,3,0,2,0,0,8,0,2,1,1
760,1,1,1,2,0,0,86,1,2,1,1
761,0,3,0,1,0,0,14,0,2,1,1
762,0,3,0,2,0,0,7,0,2,1,1
763,1,3,0,1,0,0,7,0,0,1,1
764,1,1,1,2,1,2,120,1,2,4,0
765,0,3,0,1,0,0,7,0,2,1,1
766,1,1,1,3,1,0,77,1,2,2,0
767,0,1,0,1,0,0,39,0,0,1,1
768,0,3,1,1,0,0,7,0,1,1,1
769,0,3,0,1,1,0,24,0,1,2,0
770,0,3,0,2,0,0,8,0,2,1,1
771,0,3,0,1,0,0,9,0,2,1,1
772,0,3,0,3,0,0,7,0,2,1,1
773,0,2,1,3,0,0,10,1,2,1,1
774,0,3,0,1,0,0,7,0,0,1,1
775,1,2,1,3,1,3,23,0,2,5,0
776,0,3,0,1,0,0,7,0,2,1,1
777,0,3,0,1,0,0,7,1,1,1,1
778,1,3,1,0,0,0,12,0,2,1,1
779,0,3,0,1,0,0,7,0,1,1,1
780,1,1,1,2,0,1,211,1,2,2,0
781,1,3,1,0,0,0,7,0,0,1,1
782,1,1,1,1,1,0,57,1,2,2,0
783,0,1,0,1,0,0,30,1,2,1,1
784,0,3,0,1,1,2,23,0,2,4,0
785,0,3,0,1,0,0,7,0,2,1,1
786,0,3,0,1,0,0,7,0,2,1,1
787,1,3,1,1,0,0,7,0,2,1,1
788,0,3,0,0,4,1,29,0,1,6,0
789,1,3,0,0,1,2,20,0,2,4,0
790,0,1,0,2,0,0,79,1,0,1,1
791,0,3,0,1,0,0,7,0,1,1,1
792,0,2,0,1,0,0,26,0,2,1,1
793,0,3,1,1,8,2,69,0,2,11,0
794,0,1,0,1,0,0,30,0,0,1,1
795,0,3,0,1,0,0,7,0,2,1,1
796,0,2,0,2,0,0,13,0,2,1,1
797,1,1,1,3,0,0,25,1,2,1,1
798,1,3,1,1,0,0,8,0,2,1,1
799,0,3,0,1,0,0,7,0,0,1,1
800,0,3,1,1,1,1,24,0,2,3,0
801,0,2,0,2,0,0,13,0,2,1,1
802,1,2,1,1,1,1,26,0,2,3,0
803,1,1,0,0,1,2,120,1,2,4,0
804,1,3,0,0,0,1,8,0,0,2,0
805,1,3,0,1,0,0,6,0,2,1,1
806,0,3,0,1,0,0,7,0,2,1,1
807,0,1,0,2,0,0,0,1,2,1,1
808,0,3,1,1,0,0,7,0,2,1,1
809,0,2,0,2,0,0,13,0,2,1,1
810,1,1,1,2,1,0,53,1,2,2,0
811,0,3,0,1,0,0,7,0,2,1,1
812,0,3,0,2,0,0,24,0,2,1,1
813,0,2,0,2,0,0,10,0,2,1,1
814,0,3,1,0,4,2,31,0,2,7,0
815,0,3,0,1,0,0,8,0,2,1,1
816,0,1,0,1,0,0,0,1,2,1,1
817,0,3,1,1,0,0,7,0,2,1,1
818,0,2,0,1,1,1,37,0,0,3,0
819,0,3,0,2,0,0,6,0,2,1,1
820,0,3,0,0,3,2,27,0,2,6,0
821,1,1,1,3,1,1,93,1,2,3,0
822,1,3,0,1,0,0,8,0,2,1,1
823,0,1,0,2,0,0,0,0,2,1,1
824,1,3,1,1,0,1,12,1,2,2,0
825,0,3,0,0,4,1,39,0,2,6,0
826,0,3,0,1,0,0,6,0,1,1,1
827,0,3,0,1,0,0,56,0,2,1,1
828,1,2,0,0,0,2,37,0,0,3,0
829,1,3,0,1,0,0,7,0,1,1,1
830,1,1,1,3,0,0,80,1,2,1,1
831,1,3,1,0,1,0,14,0,0,2,0
832,1,2,0,0,1,1,18,0,2,3,0
833,0,3,0,1,0,0,7,0,0,1,1
834,0,3,0,1,0,0,7,0,2,1,1
835,0,3,0,1,0,0,8,0,2,1,1
836,1,1,1,2,1,1,83,1,0,3,0
837,0,3,0,1,0,0,8,0,2,1,1
838,0,3,0,1,0,0,8,0,2,1,1
839,1,3,0,2,0,0,56,0,2,1,1
840,1,1,0,1,0,0,29,1,0,1,1
841,0,3,0,1,0,0,7,0,2,1,1
842,0,2,0,1,0,0,10,0,2,1,1
843,1,1,1,1,0,0,31,0,0,1,1
844,0,3,0,2,0,0,6,0,0,1,1
845,0,3,0,1,0,0,8,0,2,1,1
846,0,3,0,2,0,0,7,0,2,1,1
847,0,3,0,1,8,2,69,0,2,11,0
848,0,3,0,2,0,0,7,0,0,1,1
849,0,2,0,1,0,1,33,0,2,2,0
850,1,1,1,1,1,0,89,1,0,2,0
851,0,3,0,0,4,2,31,0,2,7,0
852,0,3,0,4,0,0,7,0,2,1,1
853,0,3,1,0,1,1,15,0,0,3,0
854,1,1,1,1,0,1,39,1,2,2,0
855,0,2,1,2,1,0,26,0,2,2,0
856,1,3,1,1,0,1,9,0,2,2,0
857,1,1,1,2,1,1,164,0,2,3,0
858,1,1,0,3,0,0,26,1,2,1,1
859,1,3,1,1,0,3,19,0,0,4,0
860,0,3,0,1,0,0,7,0,0,1,1
861,0,3,0,2,2,0,14,0,2,3,0
862,0,2,0,1,1,0,11,0,2,2,0
863,1,1,1,3,0,0,25,1,2,1,1
864,0,3,1,1,8,2,69,0,2,11,0
865,0,2,0,1,0,0,13,0,2,1,1
866,1,2,1,2,0,0,13,0,2,1,1
867,1,2,1,1,1,0,13,0,0,2,0
868,0,1,0,1,0,0,50,1,2,1,1
869,0,3,0,1,0,0,9,0,2,1,1
870,1,3,0,0,1,1,11,0,2,3,0
871,0,3,0,1,0,0,7,0,2,1,1
872,1,1,1,2,1,1,52,1,2,3,0
873,0,1,0,2,0,0,5,1,2,1,1
874,0,3,0,2,0,0,9,0,2,1,1
875,1,2,1,1,1,0,24,0,0,2,0
876,1,3,1,0,0,0,7,0,0,1,1
877,0,3,0,1,0,0,9,0,2,1,1
878,0,3,0,1,0,0,7,0,2,1,1
879,0,3,0,1,0,0,7,0,2,1,1
880,1,1,1,3,0,1,83,1,0,2,0
881,1,2,1,1,0,1,26,0,2,2,0
882,0,3,0,2,0,0,7,0,2,1,1
883,0,3,1,1,0,0,10,0,2,1,1
884,0,2,0,1,0,0,10,0,2,1,1
885,0,3,0,1,0,0,7,0,2,1,1
886,0,3,1,2,0,5,29,0,1,6,0
887,0,2,0,1,0,0,13,0,2,1,1
888,1,1,1,1,0,0,30,1,2,1,1
889,0,3,1,1,1,2,23,0,2,4,0
890,1,1,0,1,0,0,30,1,0,1,1
891,0,3,0,2,0,0,7,0,1,1,1
